NROEMPRESA;SEQPRODUTO;DESCCOMPLETA;DTAHORAMOVTO;INDENTRADASAIDA;ENDERECO;MOVIMENTACAO;SALDOENDERECO;SALDO_ATUAL;QTDMOVTO;MOVIMENTADO;SALDO_ANTERIOR;EMB;ORIGEM_OU_DESTINO;USUMOVTO;NOME;MITIVO_AJUSTE;SEQLOTE;DESCLINHASEPAR
107;100585;EMBALAGEM GALVANOTEK 700ML C/10 C/TP MARMIT;07/05/2026 01:07:51;E;END.01.005.15.1.1;CANCELAMENTO DE EXPEDIÇÃO;384;32;12;1;31;CX 12;DEP 01 CARGA 1472009 LOTE 19 QUEBRA 0;214831;BRUNO CARVALHO;Ajuste de Itens;19;EXPEDIENTE
107;117541;TOALHA PAPEL PARIS 20X21CM;05/05/2026 23:19:49;S;END.01.092.136.1.1;E;736;92;64;8;84;FD 8;DEP 01 CARGA 1471966 LOTE 2 QUEBRA 0;214831;BRUNO CARVALHO;Ajuste de Itens;2;BAZAR BG
107;105606;BOLINHO BAUDUCCO 40G BAUN RECH MOR;05/05/2026 03:51:14;E;END.01.057.147.2.1;CANCELAMENTO DE EXPEDIÇÃO;90;10;18;2;8;DP 9;DEP 01 CARGA 1471840 LOTE 7 QUEBRA 0;214831;BRUNO CARVALHO;Ajuste de Itens;7;MATINAIS BG
107;11448;AZEITE OLIVA COCINERO 500ML PET EXT VIRG;06/05/2026 05:56:05;S;END.01.057.123.2.2;E;2364;197;120;10;187;CX 12;DEP 01 CARGA 1472006 LOTE 8 QUEBRA 0;214831;BRUNO CARVALHO;Ajuste de Itens;8;MATINAIS BG
107;11448;AZEITE OLIVA COCINERO 500ML PET EXT VIRG;09/05/2026 03:10:58;S;END.01.057.123.2.2;E;2904;242;84;7;235;CX 12;DEP 01 CARGA 1474584 LOTE 6 QUEBRA 0;214831;BRUNO CARVALHO;Ajuste de Itens;6;MATINAIS BG
107;11448;AZEITE OLIVA COCINERO 500ML PET EXT VIRG;11/05/2026 03:56:48;S;END.01.057.123.2.2;E;3468;289;48;4;285;CX 12;DEP 01 CARGA 1475298 LOTE 5 QUEBRA 0;214831;BRUNO CARVALHO;Ajuste de Itens;5;MATINAIS BG
107;11448;AZEITE OLIVA COCINERO 500ML PET EXT VIRG;12/05/2026 06:40:24;S;END.01.057.123.2.2;E;3456;288;72;6;282;CX 12;DEP 01 CARGA 1479942 LOTE 6 QUEBRA 0;214831;BRUNO CARVALHO;Ajuste de Itens;6;MATINAIS BG
107;7781;GARRAFA TERM TERMOLAR 1L PRETA;11/05/2026 05:02:15;E;END.01.090.129.1.1;CANCELAMENTO DE EXPEDIÇÃO;350;350;5;5;345;UN 1;DEP 01 CARGA 1477416 LOTE 15 QUEBRA 0;214831;BRUNO CARVALHO;Ajuste de Itens;15;BAZAR PV 2
107;9944;AREIA SANIT PIPICAT 4KG CLASSIC;04/05/2026 02:57:09;E;END.01.094.137.1.2;CANCELAMENTO DE EXPEDIÇÃO;450;75;210;35;40;FD 6;DEP 01 CARGA 1471788 LOTE 1 QUEBRA 0;214831;BRUNO CARVALHO;Ajuste de Itens;1;SORTER PUL NAO ALIMEM
107;9944;AREIA SANIT PIPICAT 4KG CLASSIC;04/05/2026 02:57:09;E;END.01.094.137.1.2;CANCELAMENTO DE EXPEDIÇÃO;534;89;84;14;75;FD 6;DEP 01 CARGA 1471788 LOTE 1 QUEBRA 0;214831;BRUNO CARVALHO;Ajuste de Itens;1;SORTER PUL NAO ALIMEM
107;109542;DESODOR NOVO FRESCOR C/3 BLOCO CX ACOP MARINE;04/05/2026 03:00:58;E;END.01.079.138.1.1;CANCELAMENTO DE EXPEDIÇÃO;-1152;-48;48;2;-50;CX 24;DEP 01 CARGA 1471788 LOTE 8 QUEBRA 0;214831;BRUNO CARVALHO;Ajuste de Itens;8;SORTER PUL NAO ALIMEM
107;109542;DESODOR NOVO FRESCOR C/3 BLOCO CX ACOP MARINE;04/05/2026 03:00:58;E;END.01.079.138.1.1;CANCELAMENTO DE EXPEDIÇÃO;-840;-35;312;13;-48;CX 24;DEP 01 CARGA 1471788 LOTE 8 QUEBRA 0;214831;BRUNO CARVALHO;Ajuste de Itens;8;SORTER PUL NAO ALIMEM
107;109542;DESODOR NOVO FRESCOR C/3 BLOCO CX ACOP MARINE;04/05/2026 03:00:58;E;END.01.079.138.1.1;CANCELAMENTO DE EXPEDIÇÃO;96;4;936;39;-35;CX 24;DEP 01 CARGA 1471788 LOTE 8 QUEBRA 0;214831;BRUNO CARVALHO;Ajuste de Itens;8;SORTER PUL NAO ALIMEM
107;109542;DESODOR NOVO FRESCOR C/3 BLOCO CX ACOP MARINE;04/05/2026 03:00:58;E;END.01.079.138.1.1;CANCELAMENTO DE EXPEDIÇÃO;960;40;864;36;4;CX 24;DEP 01 CARGA 1471788 LOTE 8 QUEBRA 0;214831;BRUNO CARVALHO;Ajuste de Itens;8;SORTER PUL NAO ALIMEM
107;109542;DESODOR NOVO FRESCOR C/3 BLOCO CX ACOP MARINE;04/05/2026 03:00:58;E;END.01.079.138.1.1;CANCELAMENTO DE EXPEDIÇÃO;1008;42;48;2;40;CX 24;DEP 01 CARGA 1471788 LOTE 8 QUEBRA 0;214831;BRUNO CARVALHO;Ajuste de Itens;8;SORTER PUL NAO ALIMEM
107;109542;DESODOR NOVO FRESCOR C/3 BLOCO CX ACOP MARINE;04/05/2026 03:00:59;E;END.01.079.138.1.1;CANCELAMENTO DE EXPEDIÇÃO;1296;54;288;12;42;CX 24;DEP 01 CARGA 1471788 LOTE 8 QUEBRA 0;214831;BRUNO CARVALHO;Ajuste de Itens;8;SORTER PUL NAO ALIMEM
107;103912;SODA LIMP 1KG CAUST;13/05/2026 03:19:59;E;END.01.077.140.1.1;CANCELAMENTO DE EXPEDIÇÃO;-504;-42;72;6;-48;CX 12;DEP 01 CARGA 1479786 LOTE 13 QUEBRA 0;214831;BRUNO CARVALHO;Ajuste de Itens;13;SORTER PUL NAO ALIMEM
107;103912;SODA LIMP 1KG CAUST;13/05/2026 03:20:00;E;END.01.077.140.1.1;CANCELAMENTO DE EXPEDIÇÃO;-408;-34;96;8;-42;CX 12;DEP 01 CARGA 1479786 LOTE 13 QUEBRA 0;214831;BRUNO CARVALHO;Ajuste de Itens;13;SORTER PUL NAO ALIMEM
107;103912;SODA LIMP 1KG CAUST;13/05/2026 03:20:00;E;END.01.077.140.1.1;CANCELAMENTO DE EXPEDIÇÃO;-312;-26;96;8;-34;CX 12;DEP 01 CARGA 1479786 LOTE 13 QUEBRA 0;214831;BRUNO CARVALHO;Ajuste de Itens;13;SORTER PUL NAO ALIMEM
107;103912;SODA LIMP 1KG CAUST;13/05/2026 03:20:00;E;END.01.077.140.1.1;CANCELAMENTO DE EXPEDIÇÃO;-120;-10;192;16;-26;CX 12;DEP 01 CARGA 1479786 LOTE 13 QUEBRA 0;214831;BRUNO CARVALHO;Ajuste de Itens;13;SORTER PUL NAO ALIMEM
107;103912;SODA LIMP 1KG CAUST;13/05/2026 03:20:00;E;END.01.077.140.1.1;CANCELAMENTO DE EXPEDIÇÃO;-96;-8;24;2;-10;CX 12;DEP 01 CARGA 1479786 LOTE 13 QUEBRA 0;214831;BRUNO CARVALHO;Ajuste de Itens;13;SORTER PUL NAO ALIMEM
107;103912;SODA LIMP 1KG CAUST;13/05/2026 03:20:00;E;END.01.077.140.1.1;CANCELAMENTO DE EXPEDIÇÃO;0;0;96;8;-8;CX 12;DEP 01 CARGA 1479786 LOTE 13 QUEBRA 0;214831;BRUNO CARVALHO;Ajuste de Itens;13;SORTER PUL NAO ALIMEM
107;109504;ALCOOL ILHA 1L C/BICARBONATO EUCALIPTO;13/05/2026 03:20:19;E;END.01.103.133.1.1;CANCELAMENTO DE EXPEDIÇÃO;791;65,9166666666666666666;84;7;58,9166666666666666666;CX 12;DEP 01 CARGA 1479786 LOTE 15 QUEBRA 0;214831;BRUNO CARVALHO;Ajuste de Itens;15;SORTER PUL NAO ALIMEM
107;109504;ALCOOL ILHA 1L C/BICARBONATO EUCALIPTO;13/05/2026 03:20:20;E;END.01.103.133.1.1;CANCELAMENTO DE EXPEDIÇÃO;875;72,9166666666666666666;84;7;65,9166666666666666666;CX 12;DEP 01 CARGA 1479786 LOTE 15 QUEBRA 0;214831;BRUNO CARVALHO;Ajuste de Itens;15;SORTER PUL NAO ALIMEM
107;109504;ALCOOL ILHA 1L C/BICARBONATO EUCALIPTO;13/05/2026 03:20:20;E;END.01.103.133.1.1;CANCELAMENTO DE EXPEDIÇÃO;947;78,9166666666666666666;72;6;72,9166666666666666666;CX 12;DEP 01 CARGA 1479786 LOTE 15 QUEBRA 0;214831;BRUNO CARVALHO;Ajuste de Itens;15;SORTER PUL NAO ALIMEM
107;109504;ALCOOL ILHA 1L C/BICARBONATO EUCALIPTO;13/05/2026 03:20:20;E;END.01.103.133.1.1;CANCELAMENTO DE EXPEDIÇÃO;1031;85,9166666666666666666;84;7;78,9166666666666666666;CX 12;DEP 01 CARGA 1479786 LOTE 15 QUEBRA 0;214831;BRUNO CARVALHO;Ajuste de Itens;15;SORTER PUL NAO ALIMEM
107;109504;ALCOOL ILHA 1L C/BICARBONATO EUCALIPTO;13/05/2026 03:20:20;E;END.01.103.133.1.1;CANCELAMENTO DE EXPEDIÇÃO;1103;91,9166666666666666666;72;6;85,9166666666666666666;CX 12;DEP 01 CARGA 1479786 LOTE 15 QUEBRA 0;214831;BRUNO CARVALHO;Ajuste de Itens;15;SORTER PUL NAO ALIMEM
107;109504;ALCOOL ILHA 1L C/BICARBONATO EUCALIPTO;13/05/2026 03:20:20;E;END.01.103.133.1.1;CANCELAMENTO DE EXPEDIÇÃO;1187;98,9166666666666666666;84;7;91,9166666666666666666;CX 12;DEP 01 CARGA 1479786 LOTE 15 QUEBRA 0;214831;BRUNO CARVALHO;Ajuste de Itens;15;SORTER PUL NAO ALIMEM
107;109504;ALCOOL ILHA 1L C/BICARBONATO EUCALIPTO;13/05/2026 03:20:20;E;END.01.103.133.1.1;CANCELAMENTO DE EXPEDIÇÃO;1271;105,916666666666666666;84;7;98,9166666666666666666;CX 12;DEP 01 CARGA 1479786 LOTE 15 QUEBRA 0;214831;BRUNO CARVALHO;Ajuste de Itens;15;SORTER PUL NAO ALIMEM
107;109504;ALCOOL ILHA 1L C/BICARBONATO EUCALIPTO;13/05/2026 03:20:21;E;END.01.103.133.1.1;CANCELAMENTO DE EXPEDIÇÃO;1343;111,916666666666666666;72;6;105,916666666666666666;CX 12;DEP 01 CARGA 1479786 LOTE 15 QUEBRA 0;214831;BRUNO CARVALHO;Ajuste de Itens;15;SORTER PUL NAO ALIMEM
107;109504;ALCOOL ILHA 1L C/BICARBONATO EUCALIPTO;13/05/2026 03:20:21;E;END.01.103.133.1.1;CANCELAMENTO DE EXPEDIÇÃO;1415;117,916666666666666666;72;6;111,916666666666666666;CX 12;DEP 01 CARGA 1479786 LOTE 15 QUEBRA 0;214831;BRUNO CARVALHO;Ajuste de Itens;15;SORTER PUL NAO ALIMEM
107;109504;ALCOOL ILHA 1L C/BICARBONATO EUCALIPTO;13/05/2026 03:20:21;E;END.01.103.133.1.1;CANCELAMENTO DE EXPEDIÇÃO;1499;124,916666666666666666;84;7;117,916666666666666666;CX 12;DEP 01 CARGA 1479786 LOTE 15 QUEBRA 0;214831;BRUNO CARVALHO;Ajuste de Itens;15;SORTER PUL NAO ALIMEM
107;119767;PANELA ELET ECOPULSE 2L MULTICOOKER 220V;13/05/2026 04:46:15;E;END.01.088.127.2.1;CANCELAMENTO DE EXPEDIÇÃO;360;30;36;3;27;CX 12;DEP 01 CARGA 1482526 LOTE 27 QUEBRA 0;214831;BRUNO CARVALHO;Ajuste de Itens;27;SORTER PUL NAO ALIMEM
107;119767;PANELA ELET ECOPULSE 2L MULTICOOKER 220V;13/05/2026 04:46:15;E;END.01.088.127.2.1;CANCELAMENTO DE EXPEDIÇÃO;384;32;24;2;30;CX 12;DEP 01 CARGA 1482526 LOTE 27 QUEBRA 0;214831;BRUNO CARVALHO;Ajuste de Itens;27;SORTER PUL NAO ALIMEM
107;119767;PANELA ELET ECOPULSE 2L MULTICOOKER 220V;13/05/2026 04:46:15;E;END.01.088.127.2.1;CANCELAMENTO DE EXPEDIÇÃO;408;34;24;2;32;CX 12;DEP 01 CARGA 1482526 LOTE 27 QUEBRA 0;214831;BRUNO CARVALHO;Ajuste de Itens;27;SORTER PUL NAO ALIMEM
107;116979;DIFUSOR BOM AR 16ML C/2 REF LIRIO BCO/ALGODAO 30%;05/05/2026 03:12:24;E;END.01.076.120.1.2;CANCELAMENTO DE EXPEDIÇÃO;24;2;24;2;0;CX 12;DEP 01 CARGA 1471891 LOTE 21 QUEBRA 0;214831;BRUNO CARVALHO;Ajuste de Itens;21;PV2 - LIMPEZA/PERFUMARIA
107;54839;CERV BUDWEISER 473ML;09/05/2026 14:44:13;E;END.03.315.46.1.1;CANCELAMENTO DE EXPEDIÇÃO;-14304;-1192;2640;220;-1412;CX 12;DEP 03 CARGA 1475313 LOTE 1 QUEBRA 0;219475;ALEX SANDRO RODRIGUES VARGAS;Ajuste de Itens;1;BEBIDAS LATA
107;111522;ASPIRADOR PO BRITANIA BAS1290V 1250W 220V;01/05/2026 09:36:02;E;END.01.095.122.1.1;CANCELAMENTO DE EXPEDIÇÃO;227;37,8333333333333333333;6;1;36,8333333333333333333;CX 6;DEP 01 CARGA 1466269 LOTE 10 QUEBRA 0;219475;ALEX SANDRO RODRIGUES VARGAS;Ajuste de Itens;10;ELETRO PAV 02
107;112252;CAIXA SOM BRIGHT C/BLUET 6W;05/05/2026 10:03:06;E;END.01.095.123.1.2;CANCELAMENTO DE EXPEDIÇÃO;114;114;2;2;112;UN 1;DEP 01 CARGA 1470464 LOTE 10 QUEBRA 0;219475;ALEX SANDRO RODRIGUES VARGAS;Ajuste de Itens;10;ELETRO PAV 02
107;102992;MINIPROCESSADOR BRITANIA 360ML 2P 160W 220V;06/05/2026 10:31:48;E;END.01.095.131.1.2;CANCELAMENTO DE EXPEDIÇÃO;-1;-1;4;4;-5;UN 1;DEP 01 CARGA 1471971 LOTE 15 QUEBRA 0;219475;ALEX SANDRO RODRIGUES VARGAS;Ajuste de Itens;15;ELETRO PAV 02
107;111864;TV BRITANIA 42 SMART LED ROKU BTV42G6FR2CP;09/05/2026 08:57:28;E;END.01.095.127.1.2;CANCELAMENTO DE EXPEDIÇÃO;18;18;9;9;9;UN 1;DEP 01 CARGA 1475258 LOTE 16 QUEBRA 0;219475;ALEX SANDRO RODRIGUES VARGAS;Ajuste de Itens;16;ELETRO PAV 02
107;30993;TORNEIRA ELET LORENZETTI 220V EASY 5500W BCA;09/05/2026 16:03:00;E;END.01.095.124.1.2;CANCELAMENTO DE EXPEDIÇÃO;40;40;3;3;37;UN 1;DEP 01 CARGA 1474549 LOTE 15 QUEBRA 0;219475;ALEX SANDRO RODRIGUES VARGAS;Ajuste de Itens;15;ELETRO PAV 02
107;102971;LIQUIDIFICADOR BRITANIA 3L BLQ1300P 1200W 220V;11/05/2026 10:20:43;E;END.01.095.141.1.1;CANCELAMENTO DE EXPEDIÇÃO;23;23;4;4;19;UN 1;DEP 01 CARGA 1474559 LOTE 13 QUEBRA 0;219475;ALEX SANDRO RODRIGUES VARGAS;Ajuste de Itens;13;ELETRO PAV 02
107;102988;GRILL SAND BRITANIA CROME INOX 220V;11/05/2026 10:20:19;E;END.01.098.121.2.1;CANCELAMENTO DE EXPEDIÇÃO;5;5;4;4;1;PC 1;DEP 01 CARGA 1474559 LOTE 3 QUEBRA 0;219475;ALEX SANDRO RODRIGUES VARGAS;Ajuste de Itens;3;ELETRO AUXILIAR
107;105860;EMB FILME PRE ESTIRADO KG420X0,008 MM;08/05/2026 10:44:44;E;END.01.019.43.1.1;CANCELAMENTO DE EXPEDIÇÃO;0;0;1281,834;1281,834;-1281,834;KG 1;DEP 01 CARGA 1472154 LOTE 1 QUEBRA 0;219475;ALEX SANDRO RODRIGUES VARGAS;Ajuste de Itens;1;STRETCH
107;105860;EMB FILME PRE ESTIRADO KG420X0,008 MM;08/05/2026 11:00:52;E;END.01.019.43.1.1;CANCELAMENTO DE EXPEDIÇÃO;0;0;3773,286;3773,286;-3773,286;KG 1;DEP 01 CARGA 1472168 LOTE 1 QUEBRA 0;219475;ALEX SANDRO RODRIGUES VARGAS;Ajuste de Itens;1;STRETCH
107;62222;ME CANETA CRIST BIC PRETA;11/05/2026 10:19:49;E;END.01.072.134.3.1;CANCELAMENTO DE EXPEDIÇÃO;755;755;20;20;735;UN 1;DEP 01 CARGA 1477739 LOTE 6 QUEBRA 0;219475;ALEX SANDRO RODRIGUES VARGAS;Ajuste de Itens;6;CONFINADOS
107;32225;CERV SOL 330ML PREM S/GLUT L NECK;01/05/2026 10:15:39;E;END.03.313.10.1.1;CANCELAMENTO DE EXPEDIÇÃO;16128;2688;2184;364;2324;CX 6;DEP 03 CARGA 1467041 LOTE 18 QUEBRA 0;219475;ALEX SANDRO RODRIGUES VARGAS;Ajuste de Itens;18;BEBIDAS 600
107;32225;CERV SOL 330ML PREM S/GLUT L NECK;01/05/2026 10:16:08;E;END.03.313.10.1.1;CANCELAMENTO DE EXPEDIÇÃO;18312;3052;2184;364;2688;CX 6;DEP 03 CARGA 1467041 LOTE 19 QUEBRA 0;219475;ALEX SANDRO RODRIGUES VARGAS;Ajuste de Itens;19;BEBIDAS 600
107;6004;APARELHO BARB GILLETTE C/2 PREST3 MASC;05/05/2026 10:58:47;E;END.01.072.121.2.1;CANCELAMENTO DE EXPEDIÇÃO;2456;1228;26;13;1215;DP 2;DEP 01 CARGA 1471809 LOTE 2 QUEBRA 0;219475;ALEX SANDRO RODRIGUES VARGAS;Ajuste de Itens;2;CONFINADOS DP
107;41955;APARELHO BARB GILLETTE C/2 PREST3. SENS CARE;05/05/2026 10:58:57;E;END.01.072.121.2.4;CANCELAMENTO DE EXPEDIÇÃO;476;238;12;6;232;DP 2;DEP 01 CARGA 1471809 LOTE 2 QUEBRA 0;219475;ALEX SANDRO RODRIGUES VARGAS;Ajuste de Itens;2;CONFINADOS DP
107;107640;CARGA GILLETTE C/2 MACH3 CARBONO;05/05/2026 10:59:07;E;END.01.072.117.2.2;CANCELAMENTO DE EXPEDIÇÃO;1740;870;2;1;869;DP 2;DEP 01 CARGA 1471809 LOTE 2 QUEBRA 0;219475;ALEX SANDRO RODRIGUES VARGAS;Ajuste de Itens;2;CONFINADOS DP
107;105776;BALAO BR FESTAS 40CM METALIZ DOURADO N7;05/05/2026 10:59:21;E;END.01.072.135.2.3;CANCELAMENTO DE EXPEDIÇÃO;290;29;10;1;28;DP 10;DEP 01 CARGA 1471809 LOTE 2 QUEBRA 0;219475;ALEX SANDRO RODRIGUES VARGAS;Ajuste de Itens;2;CONFINADOS DP
107;76275;MOLHO ALHO CEPERA 150ML;08/05/2026 16:25:36;E;END.01.058.142.2.1;CANCELAMENTO DE EXPEDIÇÃO;216;9;24;1;8;CX 24;DEP 01 CARGA 1475352 LOTE 162 QUEBRA 0;219475;ALEX SANDRO RODRIGUES VARGAS;Ajuste de Itens;162;SORTER PICK ALIMEN
107;76275;MOLHO ALHO CEPERA 150ML;08/05/2026 16:26:00;E;END.01.058.142.2.1;CANCELAMENTO DE EXPEDIÇÃO;216;9;24;1;8;CX 24;DEP 01 CARGA 1475352 LOTE 162 QUEBRA 0;219475;ALEX SANDRO RODRIGUES VARGAS;Ajuste de Itens;162;SORTER PICK ALIMEN
107;76275;MOLHO ALHO CEPERA 150ML;08/05/2026 16:26:15;E;END.01.058.142.2.1;CANCELAMENTO DE EXPEDIÇÃO;216;9;24;1;8;CX 24;DEP 01 CARGA 1475352 LOTE 162 QUEBRA 0;219475;ALEX SANDRO RODRIGUES VARGAS;Ajuste de Itens;162;SORTER PICK ALIMEN
107;76275;MOLHO ALHO CEPERA 150ML;08/05/2026 16:26:36;E;END.01.058.142.2.1;CANCELAMENTO DE EXPEDIÇÃO;216;9;24;1;8;CX 24;DEP 01 CARGA 1475352 LOTE 162 QUEBRA 0;219475;ALEX SANDRO RODRIGUES VARGAS;Ajuste de Itens;162;SORTER PICK ALIMEN
107;76275;MOLHO ALHO CEPERA 150ML;08/05/2026 16:26:50;E;END.01.058.142.2.1;CANCELAMENTO DE EXPEDIÇÃO;216;9;24;1;8;CX 24;DEP 01 CARGA 1475352 LOTE 162 QUEBRA 0;219475;ALEX SANDRO RODRIGUES VARGAS;Ajuste de Itens;162;SORTER PICK ALIMEN
107;76275;MOLHO ALHO CEPERA 150ML;08/05/2026 16:27:16;E;END.01.058.142.2.1;CANCELAMENTO DE EXPEDIÇÃO;216;9;24;1;8;CX 24;DEP 01 CARGA 1475352 LOTE 162 QUEBRA 0;219475;ALEX SANDRO RODRIGUES VARGAS;Ajuste de Itens;162;SORTER PICK ALIMEN
107;76275;MOLHO ALHO CEPERA 150ML;08/05/2026 16:28:37;E;END.01.058.142.2.1;CANCELAMENTO DE EXPEDIÇÃO;216;9;24;1;8;CX 24;DEP 01 CARGA 1475352 LOTE 162 QUEBRA 0;219475;ALEX SANDRO RODRIGUES VARGAS;Ajuste de Itens;162;SORTER PICK ALIMEN
107;76275;MOLHO ALHO CEPERA 150ML;08/05/2026 16:28:50;E;END.01.058.142.2.1;CANCELAMENTO DE EXPEDIÇÃO;216;9;24;1;8;CX 24;DEP 01 CARGA 1475352 LOTE 162 QUEBRA 0;219475;ALEX SANDRO RODRIGUES VARGAS;Ajuste de Itens;162;SORTER PICK ALIMEN
107;76275;MOLHO ALHO CEPERA 150ML;08/05/2026 16:29:16;E;END.01.058.142.2.1;CANCELAMENTO DE EXPEDIÇÃO;216;9;24;1;8;CX 24;DEP 01 CARGA 1475352 LOTE 162 QUEBRA 0;219475;ALEX SANDRO RODRIGUES VARGAS;Ajuste de Itens;162;SORTER PICK ALIMEN
107;76275;MOLHO ALHO CEPERA 150ML;08/05/2026 16:29:46;E;END.01.058.142.2.1;CANCELAMENTO DE EXPEDIÇÃO;216;9;24;1;8;CX 24;DEP 01 CARGA 1475352 LOTE 162 QUEBRA 0;219475;ALEX SANDRO RODRIGUES VARGAS;Ajuste de Itens;162;SORTER PICK ALIMEN
107;76275;MOLHO ALHO CEPERA 150ML;08/05/2026 16:30:00;E;END.01.058.142.2.1;CANCELAMENTO DE EXPEDIÇÃO;216;9;24;1;8;CX 24;DEP 01 CARGA 1475352 LOTE 162 QUEBRA 0;219475;ALEX SANDRO RODRIGUES VARGAS;Ajuste de Itens;162;SORTER PICK ALIMEN
107;6774;COPO CERV NADIR 300ML MUNICH;05/05/2026 01:40:24;E;END.01.092.130.2.2;CANCELAMENTO DE EXPEDIÇÃO;0;0;48;2;-2;CX 24;DEP 01 CARGA 1471970 LOTE 1 QUEBRA 0;CARLOS SILVA;CARLOS SILVA;Ajuste de Itens;1;FRAGIL
107;6774;COPO CERV NADIR 300ML MUNICH;05/05/2026 01:42:04;E;END.01.092.130.2.2;CANCELAMENTO DE EXPEDIÇÃO;48;2;48;2;0;CX 24;DEP 01 CARGA 1471971 LOTE 1 QUEBRA 0;CARLOS SILVA;CARLOS SILVA;Ajuste de Itens;1;FRAGIL
107;106603;AMACIANTE TAKLIM 1L CONC PREM MEMORIES;04/05/2026 18:47:31;E;END.01.085.142.1.2;CANCELAMENTO DE EXPEDIÇÃO;-24;-4;12;2;-6;CX 6;DEP 01 CARGA 1471800 LOTE 27 QUEBRA 0;CARLOS SILVA;CARLOS SILVA;Ajuste de Itens;27;LIMPEZA BG PAV 02
107;120392;TALCO BARUEL 100G SABRINA P/PES;04/05/2026 18:47:31;E;END.01.085.136.1.2;CANCELAMENTO DE EXPEDIÇÃO;36;3;12;1;2;CX 12;DEP 01 CARGA 1471800 LOTE 27 QUEBRA 0;CARLOS SILVA;CARLOS SILVA;Ajuste de Itens;27;LIMPEZA BG PAV 02
107;2352;TALCO GRANADO 100G POLVILHO ANTISSEPTICO;04/05/2026 20:03:03;E;END.01.086.134.1.2;CANCELAMENTO DE EXPEDIÇÃO;792;66;84;7;59;CX 12;DEP 01 CARGA 1471969 LOTE 13 QUEBRA 0;CARLOS SILVA;CARLOS SILVA;Ajuste de Itens;13;LIMPEZA BG PAV 02
107;106603;AMACIANTE TAKLIM 1L CONC PREM MEMORIES;04/05/2026 20:03:03;E;END.01.085.142.1.2;CANCELAMENTO DE EXPEDIÇÃO;0;0;24;4;-4;CX 6;DEP 01 CARGA 1471969 LOTE 13 QUEBRA 0;CARLOS SILVA;CARLOS SILVA;Ajuste de Itens;13;LIMPEZA BG PAV 02
107;93075;LAVA ROUPA OMO 7L PRO LAVANDER PROFIS;04/05/2026 20:19:04;E;END.01.087.132.2.2;CANCELAMENTO DE EXPEDIÇÃO;-147;-147;112;112;-259;UN 1;DEP 01 CARGA 1471836 LOTE 14 QUEBRA 0;CARLOS SILVA;CARLOS SILVA;Ajuste de Itens;14;LIMPEZA BG PAV 02
107;2352;TALCO GRANADO 100G POLVILHO ANTISSEPTICO;04/05/2026 21:07:43;E;END.01.086.134.1.2;CANCELAMENTO DE EXPEDIÇÃO;756;63;48;4;59;CX 12;DEP 01 CARGA 1471970 LOTE 12 QUEBRA 0;CARLOS SILVA;CARLOS SILVA;Ajuste de Itens;12;LIMPEZA BG PAV 02
107;93075;LAVA ROUPA OMO 7L PRO LAVANDER PROFIS;04/05/2026 21:07:43;E;END.01.087.132.2.2;CANCELAMENTO DE EXPEDIÇÃO;-43;-43;104;104;-147;UN 1;DEP 01 CARGA 1471970 LOTE 12 QUEBRA 0;CARLOS SILVA;CARLOS SILVA;Ajuste de Itens;12;LIMPEZA BG PAV 02
107;120392;TALCO BARUEL 100G SABRINA P/PES;04/05/2026 21:07:43;E;END.01.085.136.1.2;CANCELAMENTO DE EXPEDIÇÃO;108;9;36;3;6;CX 12;DEP 01 CARGA 1471970 LOTE 12 QUEBRA 0;CARLOS SILVA;CARLOS SILVA;Ajuste de Itens;12;LIMPEZA BG PAV 02
107;115848;CAMA HOME PET 50X50CM P PLUSH LISA;05/05/2026 17:45:56;E;END.01.094.130.1.2;CANCELAMENTO DE EXPEDIÇÃO;752;47;32;2;45;FD 16;DEP 01 CARGA 1471962 LOTE 11 QUEBRA 0;CARLOS SILVA;CARLOS SILVA;Ajuste de Itens;11;PET SHOP HIGIENE
107;98152;SHAMPOO PANTENE 400ML BAMBU NUT CRESCE;04/05/2026 18:16:08;E;END.01.075.131.1.2;CANCELAMENTO DE EXPEDIÇÃO;30;5;12;2;3;CX 6;DEP 01 CARGA 1471799 LOTE 17 QUEBRA 0;CARLOS SILVA;CARLOS SILVA;Ajuste de Itens;17;LIMPEZA AG PAV 02
107;94521;PA HIG FILOS P/ GRANULADOS;05/05/2026 02:05:20;E;END.01.094.129.1.1;CANCELAMENTO DE EXPEDIÇÃO;0;0;36;6;-6;CX 6;DEP 01 CARGA 1471971 LOTE 3 QUEBRA 0;CARLOS SILVA;CARLOS SILVA;Ajuste de Itens;3;BAZAR BG
107;66429;SHAMPOO HEAD SHOULDERS 200ML OLEOSIDADE;04/05/2026 17:35:06;E;END.01.081.133.1.1;CANCELAMENTO DE EXPEDIÇÃO;978;163;18;3;160;CX 6;DEP 01 CARGA 1471841 LOTE 17 QUEBRA 0;CARLOS SILVA;CARLOS SILVA;Ajuste de Itens;17;LIMPEZA MG PAV 02
107;66429;SHAMPOO HEAD SHOULDERS 200ML OLEOSIDADE;04/05/2026 18:32:14;E;END.01.081.133.1.1;CANCELAMENTO DE EXPEDIÇÃO;1020;170;42;7;163;CX 6;DEP 01 CARGA 1471800 LOTE 17 QUEBRA 0;CARLOS SILVA;CARLOS SILVA;Ajuste de Itens;17;LIMPEZA MG PAV 02
